,all_frac,best_frac,best_match,best_match_dk,entropy,idx,n_matches,top_occurence,w
2208,0.10371650821089023,0.3342618384401114,EU, EU _ eu,1.9302044002315106,1292,359,1157,blog
2209,0.2469226981782373,0.6149601471489884,Foreign affairs,udenrig_ forsvaret _militær,1.3648644146946434,737,1631,4062,beslutning
2210,0.030430711610486893,0.4297520661157025,Health, sundhed,1.4750222637815817,89,605,8544,møde
2211,0.027719298245614036,0.6676056338028169,Culture,kunst _musik_museum_kulturpol,1.2127321649113518,75,355,8550,aften
2214,3.6666666666666665,0.9227696404793608,EU, EU _ eu,0.3496278913487172,5654,751,189,nedskæringspolitik
2215,1.0541029207232266,0.7158779635401908,Environment, klima_ miljø _ naturen ,0.819246761142245,774,10587,7190,uffe
2216,0.11598746081504702,0.4900662251655629,EU, EU _ eu,1.8658679416243784,1506,151,638,aftaler
2217,3.0,0.9,EU, EU _ eu,0.3250829733914482,6637,10,3,befolkningerne
2218,3.217391304347826,0.8604651162790697,EU, EU _ eu,0.5766789443363156,4955,86,23,italien
2219,0.20408163265306123,0.47619047619047616,EU, EU _ eu,1.50213608609538,1078,21,49,vegne
2220,0.5,0.4444444444444444,EU, EU _ eu,1.2148896539491205,4358,9,8,engelske
2221,0.3333333333333333,0.55,EU, EU _ eu,1.2052156773503675,2708,20,33,folket
2222,0.9090909090909091,0.6666666666666666,EU, EU _ eu,0.9509636324044927,5987,30,22,børnechecken
2223,1.75,0.4666666666666667,Immigration,indvandr_flygt_udlænding,1.011949427571039,4320,30,8,flygtningekrisen
2224,2.4615384615384617,0.9411764705882353,EU, EU _ eu,0.2644914396281835,5466,34,13,forpligtende
2225,0.3684210526315789,0.5,Environment, klima_ miljø _ naturen ,0.8982053397041498,4556,14,19,lederskab
2226,5.0,1.0,EU, EU _ eu,0.0,9313,5,1,stats-
2227,0.6540314136125654,0.7057627118644068,Education,undervis_folkeskole_ungdomsuddan,0.9802498978784235,562,4425,4775,super
2228,0.11094890510948906,0.5390070921985816,Science,forskning_ universitet_videregående udd,1.5218864864609112,1589,141,685,emner
2229,0.40994189799870884,0.7604790419161677,Culture,kunst _musik_museum_kulturpol,0.9917186558785195,1472,835,1549,debatter
2230,0.15896739130434784,0.3979591836734694,Environment, klima_ miljø _ naturen ,1.877962735522967,2235,294,736,landsmøde
2231,0.32785642062689585,0.6040987424312995,Environment, klima_ miljø _ naturen ,1.3745117261243989,174,2147,3956,kommende
2232,0.1932367149758454,0.7729468599033816,Foreign affairs,udenrig_ forsvaret _militær,0.9940418568831488,815,414,1656,kæmpet
2233,0.3212382643998985,0.6963696369636964,Culture,kunst _musik_museum_kulturpol,1.1473561165180592,558,1818,3941,tur
2234,0.43255432554325546,0.5977337110481586,Culture,kunst _musik_museum_kulturpol,1.4510335971529684,501,1765,2439,masser
2235,0.08732876712328767,0.2764227642276423,Culture,kunst _musik_museum_kulturpol,1.944941939916464,1014,369,1168,derude
2236,0.3979754928076718,0.6784741144414169,Social policy,fattig_socialt udsat_socialminis_svageste,1.0812599860466028,2936,1101,1877,flyers
2237,0.1836734693877551,0.46153846153846156,Social policy,fattig_socialt udsat_socialminis_svageste,1.4627140537037069,1940,117,294,delt
2238,0.16524088248536695,0.48738379814077026,Social policy,fattig_socialt udsat_socialminis_svageste,1.6057315421424183,2438,753,2221,plakater
2239,0.59375,0.5135135135135135,Science,forskning_ universitet_videregående udd,0.8999514218334443,3317,37,32,roser
2240,0.10665312341289995,0.6344410876132931,Culture,kunst _musik_museum_kulturpol,1.3022737992483178,414,993,5907,gjorde
2241,0.25676895306859204,0.7946927374301676,Culture,kunst _musik_museum_kulturpol,0.8561327404034361,677,716,2216,gav
2243,2.0182615047479913,0.8634375,Culture,kunst _musik_museum_kulturpol,0.53401106209891,1812,3200,1369,vandt
2244,0.20990312163616792,0.7707509881422925,Culture,kunst _musik_museum_kulturpol,0.9467365086120137,1521,253,929,husker
2245,0.10073710073710074,0.6833333333333333,Culture,kunst _musik_museum_kulturpol,1.1679797904537166,1557,60,407,fandt
2247,0.5739910313901345,0.7300380228136882,Education,undervis_folkeskole_ungdomsuddan,0.8443095180655512,1225,1052,1338,fornøjelse
2249,0.3644586326150572,0.6298850574712643,Religion, religi_ værdipol,0.9977752935941256,1667,2175,3759,nytår
2250,0.12806539509536785,0.7833333333333333,Science,forskning_ universitet_videregående udd,0.7589531327514423,2871,60,367,taknemmelig
2251,0.3779264214046823,0.7583892617449665,Social policy,fattig_socialt udsat_socialminis_svageste,0.7779437251353477,3953,149,299,uddeling
2252,0.2573697509324991,0.6337777777777778,Education,undervis_folkeskole_ungdomsuddan,1.122279599388039,181,3375,8311,besøg
2253,0.2604403948367502,0.3181818181818182,EU, EU _ eu,1.951598365073348,2234,1078,1317,fingre
2254,0.038917089678511,0.22549019607843138,Crime,kriminal_kriminel,2.298142660601983,797,102,591,enten
2255,0.16393442622950818,0.29850746268656714,Culture,kunst _musik_museum_kulturpol,1.838661085521508,1146,134,244,interesse
2256,0.15566037735849056,0.43484626647144947,Social policy,fattig_socialt udsat_socialminis_svageste,1.4243277368239458,834,683,1908,snakke
2257,0.3815987933634992,0.5966981132075472,Culture,kunst _musik_museum_kulturpol,1.2848295461277726,1261,848,1326,inspirerende
2258,0.49321266968325794,0.7569444444444444,Education,undervis_folkeskole_ungdomsuddan,0.7710917281797751,1800,144,221,fornøjelsen
2259,0.10411718131433095,0.6073903002309469,Foreign affairs,udenrig_ forsvaret _militær,1.290373436486572,1123,433,2526,kandidat
2260,1.1273623664749384,0.75054704595186,Environment, klima_ miljø _ naturen ,1.1308439552024172,2725,1828,1217,maria
2261,1.4598942265315116,0.8328095537397863,Culture,kunst _musik_museum_kulturpol,0.7561769897472608,326,7955,4538,gamle
2262,0.14986376021798364,0.4824561403508772,Social policy,fattig_socialt udsat_socialminis_svageste,1.5789254902335765,1993,228,734,samler
2263,0.15925394548063126,0.4065934065934066,Social policy,fattig_socialt udsat_socialminis_svageste,1.7654642997317949,4157,273,697,indsamling
2264,0.16768558951965065,0.45605700712589076,Social policy,fattig_socialt udsat_socialminis_svageste,1.7201153559398958,1031,421,1145,samle
2265,0.18906605922551253,0.3688888888888889,Social policy,fattig_socialt udsat_socialminis_svageste,1.7816721848685293,4758,225,439,indsamlingen
2266,0.03362877997914494,0.19846153846153847,Science,forskning_ universitet_videregående udd,2.1705269270566463,596,650,3836,politiker
2267,1.6561264822134387,0.9148471615720524,Elder care,hjemmehjælp_ ældre _ pension_ plejehjem,0.4615203032603689,1342,916,506,ministre
2268,0.11186440677966102,0.1952662721893491,Health, sundhed,2.452495812488152,3931,169,295,camilla
2269,0.34968017057569295,0.6223908918406073,EU, EU _ eu,1.452879976953616,1717,527,938,radikal
2270,2.1029957910373853,0.919562628559056,Culture,kunst _musik_museum_kulturpol,0.4207404722983229,952,9237,4039,årets
2271,0.3695652173913043,0.5666666666666667,Social policy,fattig_socialt udsat_socialminis_svageste,1.344938302110029,2960,30,46,foreningen
2272,0.6647058823529411,0.5380952380952381,Social policy,fattig_socialt udsat_socialminis_svageste,1.0769791992142839,4934,210,170,gellerup
2273,0.10641891891891891,0.3684210526315789,Culture,kunst _musik_museum_kulturpol,1.8800051433213332,1162,171,592,ven
2274,0.21091216692513745,0.5760492876395842,Culture,kunst _musik_museum_kulturpol,0.936181230670464,329,2597,7093,forbi
2275,0.05333333333333334,0.2898550724637681,EU, EU _ eu,1.7704764697246342,2355,69,375,mandat
2276,0.17647058823529413,0.5121951219512195,Education,undervis_folkeskole_ungdomsuddan,0.9918104175815587,2114,41,119,mærkesager
2277,0.0756578947368421,0.46,Science,forskning_ universitet_videregående udd,1.7055783174363912,1709,50,304,herfra
2278,0.2054794520547945,0.8333333333333334,Culture,kunst _musik_museum_kulturpol,0.6336632569776564,1996,18,73,fortjent
2279,1.5388349514563107,0.7312572087658593,Education,undervis_folkeskole_ungdomsuddan,0.8359302738979624,1203,867,412,fedt
2280,0.0803872671263019,0.42946708463949845,Social policy,fattig_socialt udsat_socialminis_svageste,1.5538777969226334,369,1276,6817,snak
2281,0.1811926605504587,0.316,Culture,kunst _musik_museum_kulturpol,2.070483076000352,2778,250,436,andreas
2282,0.18799102132435466,0.40119760479041916,Social policy,fattig_socialt udsat_socialminis_svageste,1.6803743314149993,741,835,1782,odense
2283,0.17221135029354206,0.4565499351491569,Religion, religi_ værdipol,1.6378048774634661,552,771,2044,huske
2284,0.07725947521865889,0.3333333333333333,Culture,kunst _musik_museum_kulturpol,1.9987854944561427,1436,159,686,oplevelser
2285,0.11267605633802817,0.44573082489146165,Culture,kunst _musik_museum_kulturpol,1.820035000618535,192,1382,5467,christiansborg
2286,1.5272030651340995,0.6297495852752982,Crime,kriminal_kriminel,1.0602286060312083,375,12659,5220,års
2287,0.1259259259259259,0.3333333333333333,Culture,kunst _musik_museum_kulturpol,1.709420539304747,2569,51,135,årsmøde
2288,0.820429104477612,0.8584675451439727,Culture,kunst _musik_museum_kulturpol,0.6421778720964791,669,2049,2144,weekend
2289,0.3136327817178881,0.6677852348993288,Culture,kunst _musik_museum_kulturpol,1.1862349472304425,1659,596,1269,søde
2290,0.4152542372881356,0.7480916030534351,Culture,kunst _musik_museum_kulturpol,0.9488354762874831,1516,131,236,skønt
2291,0.12987012987012986,0.8333333333333334,Science,forskning_ universitet_videregående udd,0.5660857389596289,3074,12,77,hilsner
2292,0.6654501216545012,0.7524071526822559,Culture,kunst _musik_museum_kulturpol,0.7346639097968051,1502,727,822,dejlige
2293,0.2596204533473906,0.41790411540093336,Foreign affairs,udenrig_ forsvaret _militær,1.4101955332189233,1270,2357,3794,minde
2294,0.09363867684478372,0.33153153153153153,Religion, religi_ værdipol,2.1078021210697497,714,1110,3930,menneske
2295,0.15016685205784205,0.3994082840236686,Foreign affairs,udenrig_ forsvaret _militær,1.4189796384965523,3936,338,899,æret
2296,0.07453726863431716,0.2516891891891892,Crime,kriminal_kriminel,2.1238885233704408,362,592,1999,snart
2297,0.14032869785082175,0.5873015873015873,Culture,kunst _musik_museum_kulturpol,1.58122391318258,1273,189,791,gammel
2298,0.41379310344827586,0.5454545454545454,Culture,kunst _musik_museum_kulturpol,1.3730039128771998,2233,22,29,varmt
2299,0.07038123167155426,0.34285714285714286,Science,forskning_ universitet_videregående udd,1.8463354314678722,1049,140,682,øjne
2300,0.9635787806809184,0.8799710773680405,Culture,kunst _musik_museum_kulturpol,0.5282309644551859,1552,1383,1263,stemning
2301,0.6061106523534269,0.8331441543700341,Culture,kunst _musik_museum_kulturpol,0.8291073430232443,1870,881,1211,næstved
2303,1.4986666666666666,0.6588511137162955,Religion, religi_ værdipol,1.1685397364115198,1971,853,375,mangfoldighed
2304,0.6143617021276596,0.36282722513089005,Religion, religi_ værdipol,1.5688773784748227,3648,1910,1128,pride
2305,0.03558718861209965,0.18518518518518517,Culture,kunst _musik_museum_kulturpol,2.336643259104461,1533,108,562,hjertet
2306,0.2,0.7142857142857143,Science,forskning_ universitet_videregående udd,0.7963116401738131,2701,7,25,takke
2307,0.05194805194805195,0.4444444444444444,Science,forskning_ universitet_videregående udd,1.2148896539491205,2487,9,77,allesammen
2308,0.12962962962962962,0.6363636363636364,Science,forskning_ universitet_videregående udd,0.8599672810355049,2034,11,54,tusinde
2310,2.160377358490566,0.9385245901639344,Culture,kunst _musik_museum_kulturpol,0.3192613016630354,1536,488,212,anbefale
2311,4.763245033112582,0.9879807692307693,Culture,kunst _musik_museum_kulturpol,0.08234758301260447,4010,2912,604,kongelige
2312,0.7493788819875776,0.7153868959383338,Culture,kunst _musik_museum_kulturpol,0.8418593948215147,830,3373,3220,elsker
2313,0.09698558322411534,0.3681592039800995,Culture,kunst _musik_museum_kulturpol,1.8379374357268141,809,201,763,mærke
2314,0.5759162303664922,0.4782608695652174,Health, sundhed,1.6906136551095066,4407,230,191,sfu
2315,0.06161473087818697,0.45709281961471104,Culture,kunst _musik_museum_kulturpol,1.7079745324801114,905,571,4236,dengang
2316,0.08292282430213464,0.2869318181818182,Economy, økonom_ vækst,1.9493452219659975,800,352,1218,resultater
2317,0.16666666666666666,0.5,Science,forskning_ universitet_videregående udd,0.6931471805599453,3789,2,6,resultaterne
2318,0.25,1.0,Science,forskning_ universitet_videregående udd,0.0,5823,1,4,savnet
2319,0.37167070217917675,0.8434065934065934,Culture,kunst _musik_museum_kulturpol,0.704628367177904,1492,364,826,sommer
2320,0.12244897959183673,0.7058823529411765,Science,forskning_ universitet_videregående udd,0.7529746827658885,2406,17,98,lyde
2321,0.1111111111111111,0.3709677419354839,Health, sundhed,1.6206900435807996,1023,62,207,forhåbentlig
2322,0.02564102564102564,0.25,Science,forskning_ universitet_videregående udd,1.3862943611198906,2394,4,39,sommerferien
2323,0.15447154471544716,0.5507246376811594,Education,undervis_folkeskole_ungdomsuddan,1.384471598833045,2750,138,492,paneldebat
2324,0.3979591836734694,0.5652173913043478,Culture,kunst _musik_museum_kulturpol,1.3510014723065011,1284,69,98,weekenden
2325,0.8984340044742729,0.9139736003641329,Culture,kunst _musik_museum_kulturpol,0.47890289830980887,2261,2197,2235,folkemøde
2326,0.8347745521927116,0.6559087600097064,Culture,kunst _musik_museum_kulturpol,0.9138655492511161,1344,4121,3238,fejre
2327,0.8508516825924387,0.7458120903131829,Culture,kunst _musik_museum_kulturpol,0.688135798721406,1998,2746,2407,fødselsdag
2328,0.7729083665338645,0.8899082568807339,Culture,kunst _musik_museum_kulturpol,0.4673191139876013,3811,218,251,jubilæum
2329,0.04910955207771182,0.203579418344519,Foreign affairs,udenrig_ forsvaret _militær,2.2364342574578564,2048,447,1853,poul
2330,0.051296829971181554,0.3308550185873606,Science,forskning_ universitet_videregående udd,2.1325887893660536,1499,269,1735,niels
2331,0.24,0.75,Science,forskning_ universitet_videregående udd,0.7356219397587946,2073,8,25,folketingsmedlem
2332,0.1584553928095872,0.4524714828897338,Culture,kunst _musik_museum_kulturpol,1.8506993250662982,922,263,751,hedder
2333,0.6668594563331406,0.7269861286254728,Culture,kunst _musik_museum_kulturpol,0.7449625949605656,1451,1586,1729,skønne
2334,0.09565217391304348,0.9166666666666666,Science,forskning_ universitet_videregående udd,0.2868359830561607,4720,12,115,genvalgt
2335,1.62202304737516,0.8945064256460952,Culture,kunst _musik_museum_kulturpol,0.5492926850807025,1972,7081,3905,bogen
2336,0.0416367552045944,0.24472573839662448,Health, sundhed,1.9612283913477104,1234,237,1393,historier
2337,1.4936624416277517,0.9017317760773258,Culture,kunst _musik_museum_kulturpol,0.5245582981408861,3066,2483,1499,bøger
2338,0.3493975903614458,0.5028901734104047,Education,undervis_folkeskole_ungdomsuddan,1.520190134366684,1434,173,249,kende
2339,0.43829787234042555,0.6214177978883861,Culture,kunst _musik_museum_kulturpol,1.3773870835016848,1417,663,940,go
2340,3.372340425531915,0.9548192771084337,Education,undervis_folkeskole_ungdomsuddan,0.22697620289275355,5947,332,94,skolevalget
2341,0.2928870292887029,0.4794520547945205,Religion, religi_ værdipol,1.8025320161535003,4514,146,239,nørgaard
2342,0.6095290251916758,0.6383710926297677,Culture,kunst _musik_museum_kulturpol,1.1000579437884206,542,3487,3652,holdt
2343,0.08521830615465545,0.3176470588235294,Culture,kunst _musik_museum_kulturpol,1.747883947556221,1572,510,1901,død
2344,0.18675252989880406,0.7173144876325088,Culture,kunst _musik_museum_kulturpol,1.1078613904731442,2458,283,1087,smil
2345,0.046255506607929514,0.4846153846153846,Culture,kunst _musik_museum_kulturpol,1.516529143200886,4002,130,1362,mormor
2346,0.09259259259259259,0.5,Health, sundhed,1.2206072645530173,1442,10,54,januar
2348,0.19727891156462585,0.46774193548387094,Culture,kunst _musik_museum_kulturpol,1.4985055722101457,1461,62,147,lavede
2350,0.6691176470588235,0.7583333333333333,Culture,kunst _musik_museum_kulturpol,0.9831096120427992,6136,120,136,oskar
2352,0.06462585034013606,0.2753623188405797,Health, sundhed,1.9217012297221618,1122,69,294,utroligt
2353,0.336904426275726,0.6533624931656643,Environment, klima_ miljø _ naturen ,0.9073714536481552,410,1829,3547,lyst
2354,0.026191723415400735,0.45871559633027525,Health, sundhed,1.7597222716734837,608,109,1909,skrive
2355,0.06896551724137931,0.3508771929824561,Health, sundhed,1.8937803229502455,2382,57,290,venlig
2356,0.020162601626016262,0.38509316770186336,Crime,kriminal_kriminel,1.856714000547008,1923,161,3075,erik
2359,4.268656716417911,0.9723756906077348,Culture,kunst _musik_museum_kulturpol,0.17868214244539757,792,2353,536,opleve
2360,5.351485148514851,0.9917431192660551,Culture,kunst _musik_museum_kulturpol,0.05785974661909024,3632,1090,202,dans
2362,0.16565008025682182,0.6006984866123399,Economy, økonom_ vækst,1.3082695808194644,1517,859,3115,esbjerg
2363,0.10714285714285714,0.2727272727272727,Science,forskning_ universitet_videregående udd,1.6726254461503207,5541,11,28,enden
2364,0.2857142857142857,0.5,Culture,kunst _musik_museum_kulturpol,1.0397207708399179,4337,4,7,pladsen
2365,0.029411764705882353,0.22727272727272727,Crime,kriminal_kriminel,2.0252281773857286,982,88,680,kollega
2366,0.038461538461538464,0.3333333333333333,Science,forskning_ universitet_videregående udd,1.329661348854758,1500,6,52,satte
2367,0.15384615384615385,0.6666666666666666,Culture,kunst _musik_museum_kulturpol,0.6365141682948128,2300,3,13,spændt
2368,0.016570008285004142,0.3007518796992481,Culture,kunst _musik_museum_kulturpol,2.0663611031577633,450,399,7242,facebook
2369,0.02210931062894809,0.39172749391727496,Religion, religi_ værdipol,1.9375165417898763,279,411,7282,venner
2370,1.304421768707483,0.822961373390558,Culture,kunst _musik_museum_kulturpol,0.839323860290702,914,2796,1764,billeder
2371,0.062169312169312166,0.24607329842931938,Religion, religi_ værdipol,2.209401800584251,634,1337,5292,medier
2372,0.5362654320987654,0.7826576576576577,Culture,kunst _musik_museum_kulturpol,0.8627489295590458,2388,888,1296,solen
2373,0.08695652173913043,0.5454545454545454,Culture,kunst _musik_museum_kulturpol,1.46604231874221,3709,33,207,sommerferie
2374,0.32978723404255317,0.9393939393939394,Culture,kunst _musik_museum_kulturpol,0.22863187358286127,1833,33,94,sikke
2375,0.18672881820674528,0.40559857057772486,Culture,kunst _musik_museum_kulturpol,1.5028037500445872,1250,1679,3647,kaffe
2377,0.16353383458646617,0.3782608695652174,Social policy,fattig_socialt udsat_socialminis_svageste,1.7226262102755516,2875,460,1064,kop
2378,0.2414187643020595,0.5893854748603352,Science,forskning_ universitet_videregående udd,1.3417629337670327,1564,358,874,input
2379,0.125,0.75,Science,forskning_ universitet_videregående udd,0.7356219397587946,2053,8,48,hjulpet
2380,1.204225352112676,0.7691154422788605,Culture,kunst _musik_museum_kulturpol,0.6428092135056697,2435,667,426,smuk
2381,1.6049382716049383,0.7878787878787878,Culture,kunst _musik_museum_kulturpol,0.6057702086625831,2542,165,81,smukt
2383,0.4794520547945205,0.7142857142857143,Culture,kunst _musik_museum_kulturpol,1.0882088446313556,1149,441,657,selskab
2384,0.3802083333333333,0.5615384615384615,Culture,kunst _musik_museum_kulturpol,1.341104655086834,1093,130,192,fyldt
2385,0.25,1.0,Science,forskning_ universitet_videregående udd,0.0,2834,1,4,planlagt
2386,0.49344641480339246,0.37825059101654845,Culture,kunst _musik_museum_kulturpol,1.3814933028693541,3209,1692,1297,dronningen
2387,1.183673469387755,0.4721508140531277,Foreign affairs,udenrig_ forsvaret _militær,1.1862370239011084,4841,2334,931,ol
2388,2.0429277942631057,0.9096274112569365,Culture,kunst _musik_museum_kulturpol,0.3497730675907892,762,11353,5055,dejlig
2389,1.5223152022315203,0.5467067367893814,Culture,kunst _musik_museum_kulturpol,1.094295012278343,1277,3993,1434,smukke
2390,0.06965174129353234,0.35,EU, EU _ eu,1.7252111436235782,1216,40,201,resultat
2391,0.0759493670886076,0.4959677419354839,Culture,kunst _musik_museum_kulturpol,1.5803680947369498,850,496,3239,fortalte
2392,0.7545454545454545,0.51875,Science,forskning_ universitet_videregående udd,1.0748141006317504,2536,160,110,praktik
2393,0.06535947712418301,0.5,Science,forskning_ universitet_videregående udd,1.514856040456535,1462,20,153,utrolig
2394,0.11952647657841141,0.7998296422487223,Culture,kunst _musik_museum_kulturpol,0.8676071277119528,270,1174,7856,gik
2395,0.030385487528344673,0.6203703703703703,Culture,kunst _musik_museum_kulturpol,1.4240372430219252,1326,108,2205,sad
2396,0.20833333333333334,0.5,Culture,kunst _musik_museum_kulturpol,1.2206072645530173,2860,10,24,samtaler
2397,0.07184466019417475,0.24183006535947713,Economy, økonom_ vækst,2.0809425021879027,1072,153,515,vilje
2398,0.013492063492063493,0.3469387755102041,EU, EU _ eu,2.01599026287282,627,49,1260,personligt
2399,0.06132075471698113,0.19117647058823528,Science,forskning_ universitet_videregående udd,2.3539674920437563,3350,68,212,henning
2400,0.24390243902439024,0.5555555555555556,Economy, økonom_ vækst,1.3030924037617189,5152,18,41,gætte
2401,1.2934782608695652,0.7777777777777778,Culture,kunst _musik_museum_kulturpol,0.9363009204166813,1339,153,92,åbner
2402,0.5141388174807198,0.44742729306487694,Culture,kunst _musik_museum_kulturpol,1.304883835403987,2128,447,389,tjek
2403,0.09298245614035087,0.28191489361702127,Economy, økonom_ vækst,1.8902358338051244,1534,188,570,viborg
2404,0.08275862068965517,0.2608695652173913,Crime,kriminal_kriminel,2.102624490063328,923,46,145,vis
2405,1.2666666666666666,0.7037037037037037,Religion, religi_ værdipol,1.1569400430025594,2562,297,165,gift
2406,0.60625,0.7461538461538462,EU, EU _ eu,0.7589124915473908,1843,130,160,spidskandidat
2407,0.04779116465863454,0.29238329238329236,Foreign affairs,udenrig_ forsvaret _militær,2.053260374974193,2024,407,2490,møller
2408,0.099721059972106,0.43730886850152906,Religion, religi_ værdipol,1.9009181932379804,3669,654,2868,landsformand
2409,0.030866807610993658,0.283495145631068,Culture,kunst _musik_museum_kulturpol,1.5696441819850178,853,515,4730,oplæg
2410,0.05172413793103448,0.5,Science,forskning_ universitet_videregående udd,1.242453324894,2353,6,58,folketingsvalget
2411,0.07248157248157248,0.25877192982456143,Culture,kunst _musik_museum_kulturpol,2.409461888049841,4314,228,814,ammitzbøll
2412,0.07446808510638298,0.25925925925925924,Culture,kunst _musik_museum_kulturpol,1.9217165457061718,5103,27,94,glas
2413,0.4628712871287129,0.5238095238095238,Religion, religi_ værdipol,1.722975215023177,5401,357,404,hassan
2416,0.18597236981934112,0.4557291666666667,Culture,kunst _musik_museum_kulturpol,1.6422883398992785,964,384,941,deltog
2417,0.1610738255033557,0.7032967032967034,Culture,kunst _musik_museum_kulturpol,1.1182563182085263,771,273,1192,inviteret
2418,0.06521739130434782,0.375,Health, sundhed,1.3208883431493221,996,8,46,derudover
2419,0.08333333333333333,1.0,Science,forskning_ universitet_videregående udd,0.0,3962,1,12,budt
2420,0.14492753623188406,0.38461538461538464,Culture,kunst _musik_museum_kulturpol,1.6521590057738924,2669,26,69,vest
2421,0.11142061281337047,0.7407407407407407,Science,forskning_ universitet_videregående udd,0.7042792694899511,2485,54,359,p4
2422,0.2877871825876663,0.5666666666666667,Economy, økonom_ vækst,1.464213856624074,1569,420,827,østjylland
2423,0.04716981132075472,1.0,Science,forskning_ universitet_videregående udd,0.0,4547,5,106,folketingsgruppen
2424,0.16621104428649536,0.4599092284417549,Economy, økonom_ vækst,1.743487070491875,3186,661,1829,thy
2425,0.0712223291626564,0.31965442764578833,Economy, økonom_ vækst,1.885190148772447,2277,463,2078,thisted
2426,1.3867403314917126,0.7629179331306991,Education,undervis_folkeskole_ungdomsuddan,0.9033075403308284,5238,329,181,skills
2427,0.828125,0.6235294117647059,Education,undervis_folkeskole_ungdomsuddan,1.2326651308809202,5806,85,64,dm
2428,1.0285714285714285,0.7128712871287128,EU, EU _ eu,1.1123677733664938,1324,202,140,vinde
2429,0.1444141689373297,0.2789473684210526,Economy, økonom_ vækst,2.1507292152325745,755,190,367,stærk
2430,0.10843373493975904,0.3333333333333333,Culture,kunst _musik_museum_kulturpol,1.8096692516543025,1150,81,249,vildt
2431,0.09911894273127753,0.4017857142857143,Crime,kriminal_kriminel,2.037001140328704,5633,112,454,abildgaard
2432,0.1282051282051282,0.8333333333333334,Culture,kunst _musik_museum_kulturpol,0.6336632569776564,3247,18,117,sommeren
2433,0.25,0.5,Culture,kunst _musik_museum_kulturpol,1.3592367006650063,5349,10,20,signe
2434,0.16666666666666666,0.46153846153846156,Education,undervis_folkeskole_ungdomsuddan,0.9722722812643945,2976,91,252,rundvisning
2435,0.1641025641025641,0.5925925925925926,Culture,kunst _musik_museum_kulturpol,1.3025995680350024,2585,54,195,hyggeligt
2436,0.03529411764705882,0.42857142857142855,Education,undervis_folkeskole_ungdomsuddan,1.4750763110546947,3251,7,85,snakkede
2437,1.0,0.6666666666666666,Education,undervis_folkeskole_ungdomsuddan,0.6365141682948128,5521,3,2,formiddagen
2438,0.0764872521246459,0.3103448275862069,Taxes,skat,1.9972539724663863,4803,87,353,nyrup
2439,0.03932584269662921,0.4666666666666667,Environment, klima_ miljø _ naturen ,1.3953970923267898,1605,15,178,folketingsvalg
2440,0.28157894736842104,0.4841628959276018,Culture,kunst _musik_museum_kulturpol,1.7102999171692101,1317,221,380,ha
2441,0.0372168284789644,0.22772277227722773,Foreign affairs,udenrig_ forsvaret _militær,2.3219328311937617,1178,101,618,socialdemokratiske
2442,0.39768339768339767,0.46119402985074626,Health, sundhed,1.9055052418380811,4425,670,777,holst
2443,0.16912197996464348,0.668997668997669,Crime,kriminal_kriminel,1.2257510098952153,1184,858,3394,herning
2444,0.057692307692307696,0.3,Foreign affairs,udenrig_ forsvaret _militær,1.6399566463410822,3257,20,104,bestyrelsen
2445,0.14761904761904762,0.5027027027027027,Foreign affairs,udenrig_ forsvaret _militær,1.6958019146937169,475,185,630,fortsætter
2446,0.9932203389830508,0.8567251461988304,Culture,kunst _musik_museum_kulturpol,0.6825359389852003,1444,342,295,flotte
2447,0.0175,0.1891891891891892,Science,forskning_ universitet_videregående udd,2.1933851524780588,1174,37,400,prøve
2448,0.13636363636363635,0.42857142857142855,Culture,kunst _musik_museum_kulturpol,1.277034259466139,4276,7,22,holdet
2449,0.0425531914893617,0.3333333333333333,Science,forskning_ universitet_videregående udd,1.3296613488547582,2709,6,47,gruppen
2450,0.2647058823529412,0.75,Religion, religi_ værdipol,0.8130147107481873,3211,36,102,bort
2451,0.06818181818181818,0.2727272727272727,Education,undervis_folkeskole_ungdomsuddan,2.0239226518205258,1635,55,220,snakker
2452,0.18226600985221675,0.3607242339832869,Science,forskning_ universitet_videregående udd,1.9133191422312825,724,718,1421,klogere
2453,0.02990897269180754,0.3770491803278688,Crime,kriminal_kriminel,1.8823474426749696,1959,61,769,pressen
2454,0.45,0.6,Social policy,fattig_socialt udsat_socialminis_svageste,0.8532361505557784,3719,15,20,delte
2455,0.101620029455081,0.23958333333333334,Employment, beskæftig,2.4541721501219036,4275,288,679,clausen
2456,0.32047477744807124,0.4348993288590604,Crime,kriminal_kriminel,1.8335645169909995,1194,745,1011,frederiksberg
2457,0.08933002481389578,0.5454545454545454,Crime,kriminal_kriminel,1.6902121868876072,943,66,403,sket
2458,0.01933242712581181,0.3775811209439528,Elder care,hjemmehjælp_ ældre _ pension_ plejehjem,1.8770664546421634,1054,339,6621,byrådet
2459,0.011692307692307693,0.41304347826086957,Environment, klima_ miljø _ naturen ,1.8257787798988592,1426,138,4875,byråd
2460,0.04878048780487805,0.32,Science,forskning_ universitet_videregående udd,1.65495911737581,2291,25,164,kommunalvalget
2461,0.06315789473684211,0.2857142857142857,Religion, religi_ værdipol,1.9513496062520657,3232,21,95,sørensen
2462,0.11482558139534883,0.43169398907103823,Culture,kunst _musik_museum_kulturpol,1.940297391905872,3268,183,688,flemming
